Agemos,L,M,S,P3,P10,P25,P50,P75,P90,P97
210.5,1.543252982,175.8359757,0.040938463,161.9976976,166.4742799,170.9435584,175.8359757,180.6555257,184.9342803,189.1058089
211.5,1.516519998,175.9027788,0.040878617,162.0950624,166.5582511,171.0175531,175.9027788,180.7189006,184.9975349,189.1714988
212.5,1.490912963,175.9658293,0.040823368,162.1866414,166.6372787,171.0872629,175.9658293,180.7788732,185.0575666,189.2340323
213.5,1.466451429,176.0253641,0.040772475,162.272742,166.7116437,171.1529465,176.0253641,180.8356596,185.114573,189.2935878
214.5,1.44314546,176.081605,0.040725706,162.3536592,166.7816133,171.2148477,176.081605,180.8894616,185.1687386,189.3503326
215.5,1.420996665,176.1347593,0.040682834,162.429676,166.8474411,171.2731962,176.1347593,180.9404676,185.2202359,189.4044237
216.5,1.399999187,176.1850208,0.04064364,162.501063,166.9093676,171.3282079,176.1850208,180.9888527,185.2692255,189.4560086
217.5,1.380140651,176.2325707,0.040607913,162.5680787,166.9676208,171.3800858,176.2325707,181.0347806,185.3158575,189.5052256
218.5,1.361403047,176.2775781,0.040575448,162.6309697,167.0224162,171.4290208,176.2775781,181.0784033,185.3602719,189.5522044
219.5,1.343763564,176.3202008,0.040546051,162.689971,167.0739579,171.4751921,176.3202008,181.1198626,185.4025992,189.5970671
220.5,1.327195355,176.3605864,0.040519532,162.7453061,167.1224387,171.5187679,176.3605864,181.1592906,185.4429613,189.6399279
221.5,1.311668242,176.3988725,0.040495713,162.7971876,167.1680405,171.5599062,176.3988725,181.1968103,185.4814718,189.6808943
222.5,1.297149359,176.4351874,0.040474421,162.8458172,167.2109353,171.598755,176.4351874,181.232536,185.5182368,189.7200672
223.5,1.283603728,176.469651,0.040455493,162.8913862,167.251285,171.6354533,176.469651,181.2665744,185.5533551,189.7575413
224.5,1.270994782,176.5023751,0.040438773,162.9340759,167.2892424,171.6701314,176.5023751,181.2990249,185.5869193,189.7934056
225.5,1.25928483,176.533464,0.040424111,162.9740581,167.3249515,171.7029114,176.533464,181.3299799,185.6190155,189.8277438
226.5,1.248435461,176.5630153,0.040411366,163.0114951,167.3585477,171.7339076,176.5630153,181.3595256,185.6497244,189.8606344
227.5,1.23840791,176.5911197,0.040400405,163.0465405,167.3901586,171.7632274,176.5911197,181.3877426,185.6791212,189.8921514
228.5,1.229163362,176.6178621,0.040391101,163.0793392,167.4199044,171.7909712,176.6178621,181.4147056,185.7072763,189.9223642
229.5,1.220663228,176.6433219,0.040383334,163.1100283,167.4478978,171.8172333,176.6433219,181.4404846,185.7342556,189.9513383
230.5,1.212869374,176.6675729,0.04037699,163.1387368,167.4742452,171.8421019,176.6675729,181.4651449,185.7601205,189.9791351
231.5,1.20574431,176.6906844,0.040371962,163.1655866,167.4990462,171.8656596,176.6906844,181.4887473,185.7849287,190.0058126
232.5,1.199251356,176.712721,0.040368149,163.1906925,167.5223947,171.8879838,176.712721,181.5113488,185.8087343,190.0314253
233.5,1.19335477,176.733743,0.040365456,163.2141625,167.5443789,171.9091473,176.733743,181.5330026,185.8315877,190.0560245
234.5,1.188019859,176.753807,0.040363795,163.2360985,167.5650814,171.9292179,176.753807,181.5537583,185.8535364,190.0796588
235.5,1.183213059,176.7729657,0.04036308,163.2565964,167.5845802,171.9482593,176.7729657,181.5736625,185.874625,190.1023738
236.5,1.178901998,176.7912687,0.040363233,163.2757461,167.602948,171.9663314,176.7912687,181.5927588,185.8948951,190.1242124
237.5,1.175055543,176.8087622,0.040364179,163.2936325,167.6202536,171.9834901,176.8087622,181.6110879,185.914386,190.1452154
238.5,1.171643828,176.8254895,0.04036585,163.3103353,167.6365611,171.9997878,176.8254895,181.6286882,185.9331347,190.1654212
239.5,1.16863827,176.8414914,0.04036818,163.3259293,167.6519311,172.0152737,176.8414914,181.6455954,185.9511757,190.1848658
240,1.167279219,176.8492322,0.040369574,163.3333326,167.6592824,172.0227268,176.8492322,181.6537998,185.9599411,190.1943135
