Agemos,L,M,S,P3,P10,P25,P50,P75,P90,P97
97.5,-2.593430614,15.86329241,0.118115073,13.31078904,13.96172519,14.75508471,15.86329241,17.34405364,19.22536854,22.08660008
98.5,-2.570076037,15.90030484,0.119063807,13.32257456,13.97967549,14.78081132,15.90030484,17.39678222,19.29884326,22.19254999
99.5,-2.547141473,15.93801545,0.12000429,13.33501512,13.99829338,14.80721981,15.93801545,17.45021936,19.3730104,22.29907253
100.5,-2.524635245,15.97640787,0.120935994,13.34810726,14.01757212,14.83429943,15.97640787,17.50434149,19.44783809,22.4061266
101.5,-2.502569666,16.01546483,0.121858355,13.36184843,14.0375053,14.86203913,16.01546483,17.55912371,19.52329364,22.51367407
102.5,-2.48095189,16.05516984,0.12277087,13.37623516,14.05808613,14.89042805,16.05516984,17.61454239,19.59934557,22.62167597
103.5,-2.459785573,16.09550688,0.123673085,13.39126329,14.07930747,14.91945533,16.09550688,17.67057478,19.67596331,22.73009308
104.5,-2.439080117,16.13645881,0.124564484,13.40693007,14.1011628,14.94910996,16.13645881,17.72719638,19.75311515,22.8388898
105.5,-2.418838304,16.17800955,0.125444639,13.42323134,14.12364494,14.97938101,16.17800955,17.78438449,19.830771,22.94802887
106.5,-2.399063683,16.22014281,0.126313121,13.44016315,14.1467468,15.01025752,16.22014281,17.84211614,19.90890079,23.05747448
107.5,-2.379756861,16.26284277,0.127169545,13.45772088,14.17046092,15.04172856,16.26284277,17.9003692,19.98747533,23.16719057
108.5,-2.360920527,16.30609316,0.128013515,13.47590046,14.19478013,15.0737831,16.30609316,17.95912092,20.06646519,23.27714304
109.5,-2.342557728,16.34987759,0.128844639,13.49469797,14.21969726,15.10641007,16.34987759,18.01834843,20.14584104,23.38729906
110.5,-2.324663326,16.39418118,0.129662637,13.51410735,14.24520415,15.13959859,16.39418118,18.07803138,20.22557581,23.49762289
111.5,-2.307240716,16.43898741,0.130467138,13.53412476,14.27129365,15.17333749,16.43898741,18.13814687,20.30564061,23.60808381
112.5,-2.290287663,16.48428082,0.131257852,13.55474487,14.29795787,15.20761574,16.48428082,18.19867379,20.38600821,23.71864933
113.5,-2.273803847,16.53004554,0.132034479,13.5759628,14.32518913,15.24242219,16.53004554,18.25959047,20.46665117,23.82928884
114.5,-2.257782149,16.57626713,0.132796819,13.59777181,14.35297886,15.27774591,16.57626713,18.32087764,20.5475442,23.9399692
115.5,-2.242227723,16.62292864,0.133544525,13.62016849,14.38132004,15.31357557,16.62292864,18.38251202,20.628659,24.05066418
116.5,-2.227132805,16.67001572,0.134277436,13.64314567,14.4102038,15.34990008,16.67001572,18.44447472,20.70997108,24.16134214
117.5,-2.212495585,16.71751288,0.134995324,13.66669786,14.43962209,15.38670828,16.71751288,18.50674506,20.79145469,24.27197506
118.5,-2.19831275,16.76540496,0.135697996,13.69081905,14.46956659,15.42398894,16.76540496,18.56930296,20.87308482,24.38253502
119.5,-2.184580762,16.81367689,0.136385276,13.71550304,14.50002883,15.46173083,16.81367689,18.63212859,20.9548369,24.49299479
120.5,-2.171295888,16.86231366,0.137057004,13.7407435,14.5310003,15.49992271,16.86231366,18.69520235,21.03668675,24.60332779
121.5,-2.158454232,16.91130036,0.137713039,13.7665339,14.56247234,15.53855329,16.91130036,18.75850486,21.11861063,24.7135081
122.5,-2.146051754,16.96062216,0.138353254,13.79286758,14.59443621,15.57761127,16.96062216,18.82201698,21.20058521,24.8235105
123.5,-2.134084303,17.0102643,0.138977537,13.81973772,14.62688307,15.61708531,17.0102643,18.8857198,21.28258757,24.93331042
124.5,-2.122547629,17.06021213,0.139585795,13.84713731,14.65980398,15.65696405,17.06021213,18.94959465,21.36459523,25.04288396
